time,voltage_a,voltage_b
2021-08-09 19:46:36.181944,5.2146,5.1493
2021-08-09 19:46:37.233423,5.2147,5.1481
2021-08-09 19:46:38.285573,5.2151,5.1479
2021-08-09 19:46:39.336852,5.2142,5.1487
2021-08-09 19:46:40.388948,5.2155,5.1489
2021-08-09 19:46:41.440236,5.2142,5.1473
2021-08-09 19:46:42.491809,5.2155,5.1487
2021-08-09 19:46:43.543222,5.2159,5.1489
2021-08-09 19:46:44.595198,5.2147,5.1477
2021-08-09 19:46:45.646529,5.2142,5.1475
2021-08-09 19:46:46.698675,5.2134,5.1481
2021-08-09 19:46:47.750065,5.2157,5.1483
2021-08-09 19:46:48.801510,5.2146,5.1485
2021-08-09 19:46:49.853599,5.2149,5.1477
2021-08-09 19:46:50.905163,5.2146,5.1489
2021-08-09 19:46:51.956391,5.2144,5.1479
2021-08-09 19:46:53.007535,5.2149,5.1487
2021-08-09 19:46:54.059603,5.2149,5.1485
2021-08-09 19:46:55.111873,5.2146,5.1483
2021-08-09 19:46:56.163158,5.2151,5.1481
2021-08-09 19:46:57.214570,5.2147,5.1475
2021-08-09 19:46:58.265881,5.2144,5.1491
2021-08-09 19:46:59.318156,5.2155,5.1497
2021-08-09 19:47:00.369439,5.2149,5.1481
2021-08-09 19:47:01.420873,5.2149,5.1475
2021-08-09 19:47:02.473086,5.2157,5.1485
2021-08-09 19:47:03.524415,5.2153,5.1479
2021-08-09 19:47:04.575967,5.2146,5.1477
2021-08-09 19:47:05.627237,5.2149,5.1491
2021-08-09 19:47:06.679331,5.2147,5.1497
2021-08-09 19:47:07.730787,5.2153,5.1485
2021-08-09 19:47:08.782165,5.2138,5.1489
2021-08-09 19:47:09.834269,5.2147,5.1481
2021-08-09 19:47:10.885481,5.2138,5.1487
2021-08-09 19:47:11.937119,5.2153,5.1489
2021-08-09 19:47:12.988476,5.2142,5.1479
2021-08-09 19:47:14.039778,5.2151,5.1479
2021-08-09 19:47:15.091314,5.2142,5.1479
2021-08-09 19:47:16.143548,5.2147,5.1485
2021-08-09 19:47:17.194823,5.2147,5.1489
2021-08-09 19:47:18.246144,5.2157,5.1479
2021-08-09 19:47:19.298292,5.2155,5.1493
2021-08-09 19:47:20.349550,5.2142,5.1483
2021-08-09 19:47:21.400950,5.2153,5.1489
2021-08-09 19:47:22.452265,5.2134,5.1485
2021-08-09 19:47:23.504367,5.2144,5.1485
2021-08-09 19:47:24.555745,5.2147,5.1497
2021-08-09 19:47:25.607846,5.2155,5.1477
2021-08-09 19:47:26.658782,5.2136,5.1481
2021-08-09 19:47:27.710046,5.2146,5.1485
2021-08-09 19:47:28.762401,5.2151,5.1485
2021-08-09 19:47:29.813630,5.2146,5.1483
2021-08-09 19:47:30.865074,5.2151,5.1493
2021-08-09 19:47:31.916289,5.2153,5.1485
2021-08-09 19:47:32.968387,5.2155,5.1483
2021-08-09 19:47:34.019728,5.2147,5.1479
2021-08-09 19:47:35.070928,5.2161,5.1479
2021-08-09 19:47:36.123427,5.2157,5.1485
2021-08-09 19:47:37.174815,5.2161,5.1479
2021-08-09 19:47:38.226182,5.2136,5.1483
2021-08-09 19:47:39.277776,5.2138,5.1483
2021-08-09 19:47:40.329080,5.2149,5.1485
2021-08-09 19:47:41.380391,5.2153,5.1481
2021-08-09 19:47:42.431762,5.2157,5.1485
2021-08-09 19:47:43.482971,5.2151,5.1485
2021-08-09 19:47:44.535124,5.2153,5.1481
2021-08-09 19:47:45.586310,5.213,5.1481
2021-08-09 19:47:46.637612,5.2155,5.1481
2021-08-09 19:47:47.689371,5.2149,5.1487
2021-08-09 19:47:48.741071,5.2147,5.1487
2021-08-09 19:47:49.792433,5.2153,5.1481
2021-08-09 19:47:50.843804,5.2155,5.1487
2021-08-09 19:47:51.895018,5.2142,5.1481
2021-08-09 19:47:52.924291,5.2142,5.1481
2021-08-09 19:47:53.975506,5.2144,5.1481
2021-08-09 19:47:55.026754,5.2147,5.1489
2021-08-09 19:47:56.079158,5.2151,5.1489
2021-08-09 19:47:57.130610,5.2159,5.1483
2021-08-09 19:47:58.181836,5.2138,5.1489
2021-08-09 19:47:59.233952,5.2151,5.1479
2021-08-09 19:48:00.285218,5.2136,5.1483
2021-08-09 19:48:01.336987,5.2153,5.1481
2021-08-09 19:48:02.388313,5.2149,5.1479
2021-08-09 19:48:03.439587,5.2153,5.1477
2021-08-09 19:48:04.491254,5.2149,5.1481
2021-08-09 19:48:05.542508,5.2153,5.1483
2021-08-09 19:48:06.594711,5.2134,5.1481
2021-08-09 19:48:07.646001,5.2149,5.1481
2021-08-09 19:48:08.697615,5.2157,5.1481
2021-08-09 19:48:09.748596,5.2153,5.1483
2021-08-09 19:48:10.799790,5.2153,5.1479
2021-08-09 19:48:11.852056,5.2142,5.1479
2021-08-09 19:48:12.903375,5.2149,5.1479
2021-08-09 19:48:13.954473,5.2153,5.1481
2021-08-09 19:48:15.006631,5.2149,5.1479
2021-08-09 19:48:16.058174,5.2147,5.1481
2021-08-09 19:48:17.109418,5.2157,5.1481
2021-08-09 19:48:18.161571,5.2157,5.1473
2021-08-09 19:48:19.212823,5.2159,5.1487
2021-08-09 19:48:20.264570,5.2138,5.1477
2021-08-09 19:48:21.315804,5.2149,5.1487
2021-08-09 19:48:22.368087,5.2157,5.1483
2021-08-09 19:48:23.419378,5.2147,5.1479
2021-08-09 19:48:24.470817,5.2138,5.1491
2021-08-09 19:48:25.522083,5.2149,5.1477
2021-08-09 19:48:26.574233,5.2147,5.1475
2021-08-09 19:48:27.625617,5.2142,5.1483
2021-08-09 19:48:28.677843,5.2142,5.1477
2021-08-09 19:48:29.729365,5.2146,5.1487
2021-08-09 19:48:30.780686,5.2149,5.1477
2021-08-09 19:48:31.831936,5.2146,5.1493
2021-08-09 19:48:32.884083,5.214,5.1487
2021-08-09 19:48:33.935422,5.2147,5.1483
2021-08-09 19:48:34.986777,5.2151,5.1481
2021-08-09 19:48:36.038053,5.2146,5.1483
2021-08-09 19:48:37.089516,5.2153,5.1491
2021-08-09 19:48:38.141726,5.2144,5.1481
2021-08-09 19:48:39.193125,5.2146,5.1475
2021-08-09 19:48:40.244499,5.2134,5.1477
2021-08-09 19:48:41.296048,5.2153,5.1483
2021-08-09 19:48:42.347365,5.2142,5.1475
2021-08-09 19:48:43.399513,5.2153,5.1485
2021-08-09 19:48:44.450877,5.2153,5.1485
2021-08-09 19:48:45.502061,5.2142,5.1483
2021-08-09 19:48:46.553518,5.2146,5.1479
2021-08-09 19:48:47.605756,5.2151,5.1491
2021-08-09 19:48:48.657127,5.2155,5.1485
2021-08-09 19:48:49.708342,5.214,5.1481
2021-08-09 19:48:50.759783,5.2149,5.1485
2021-08-09 19:48:51.812023,5.2146,5.1485
2021-08-09 19:48:52.863247,5.2147,5.1481
2021-08-09 19:48:53.914721,5.2146,5.1479
2021-08-09 19:48:54.966819,5.2149,5.1485
2021-08-09 19:48:56.018471,5.2153,5.1483
2021-08-09 19:48:57.069980,5.2157,5.1477
2021-08-09 19:48:58.121968,5.2149,5.1479
2021-08-09 19:48:59.173195,5.2157,5.1495
2021-08-09 19:49:00.224566,5.2147,5.1483
2021-08-09 19:49:01.276039,5.2157,5.1487
2021-08-09 19:49:02.327460,5.2146,5.1483
2021-08-09 19:49:03.378654,5.2147,5.1487
2021-08-09 19:49:04.431031,5.2144,5.1481
2021-08-09 19:49:05.482018,5.2138,5.1481
2021-08-09 19:49:06.533197,5.2138,5.1487
2021-08-09 19:49:07.585366,5.2134,5.1477
2021-08-09 19:49:08.636719,5.2136,5.1481
2021-08-09 19:49:09.688999,5.2153,5.1489
2021-08-09 19:49:10.740376,5.2138,5.1481
2021-08-09 19:49:11.791845,5.214,5.1487
2021-08-09 19:49:12.843190,5.2157,5.1481
2021-08-09 19:49:13.895291,5.2151,5.1481
2021-08-09 19:49:14.946507,5.2153,5.1489
2021-08-09 19:49:15.998759,5.2144,5.1485
2021-08-09 19:49:17.050148,5.2155,5.1483
2021-08-09 19:49:18.101435,5.2149,5.1493
2021-08-09 19:49:19.153124,5.2153,5.1481
2021-08-09 19:49:20.205225,5.2161,5.1487
2021-08-09 19:49:21.256439,5.213,5.1483
2021-08-09 19:49:22.307744,5.2147,5.1479
2021-08-09 19:49:23.359172,5.2142,5.1487
2021-08-09 19:49:24.410396,5.2153,5.1479
2021-08-09 19:49:25.439685,5.2142,5.1487
2021-08-09 19:49:26.491056,5.2144,5.1481
2021-08-09 19:49:27.542322,5.213,5.1485
2021-08-09 19:49:28.593472,5.2159,5.1481
2021-08-09 19:49:29.645350,5.2159,5.1479
2021-08-09 19:49:30.696972,5.2146,5.1493
2021-08-09 19:49:31.749090,5.2146,5.1485
2021-08-09 19:49:32.800346,5.2151,5.1483
2021-08-09 19:49:33.851748,5.2157,5.1499
2021-08-09 19:49:34.903972,5.2149,5.1475
2021-08-09 19:49:35.955138,5.2146,5.1485
2021-08-09 19:49:37.006409,5.2157,5.1483
2021-08-09 19:49:38.057955,5.2132,5.1479
2021-08-09 19:49:39.109720,5.2153,5.1483
2021-08-09 19:49:40.161608,5.2149,5.1487
2021-08-09 19:49:41.212936,5.2132,5.1485
2021-08-09 19:49:42.264300,5.2126,5.1489
2021-08-09 19:49:43.315513,5.2138,5.1483
2021-08-09 19:49:44.367873,5.2153,5.1487
2021-08-09 19:49:45.419267,5.2159,5.1479
2021-08-09 19:49:46.470591,5.2149,5.1489
2021-08-09 19:49:47.521917,5.2151,5.1477
2021-08-09 19:49:48.573168,5.2146,5.1479
2021-08-09 19:49:49.625355,5.2146,5.1473
2021-08-09 19:49:50.676673,5.2149,5.1487
2021-08-09 19:49:51.728146,5.2149,5.1477
2021-08-09 19:49:52.780339,5.2146,5.1481
2021-08-09 19:49:53.831668,5.2159,5.1483
2021-08-09 19:49:54.883042,5.2151,5.1475
2021-08-09 19:49:55.934516,5.2147,5.1491
2021-08-09 19:49:56.985691,5.2146,5.1483
2021-08-09 19:49:58.037802,5.2151,5.1479
2021-08-09 19:49:59.089098,5.2155,5.1489
2021-08-09 19:50:00.140341,5.2149,5.1485
2021-08-09 19:50:01.191949,5.2147,5.1499
2021-08-09 19:50:02.244051,5.2138,5.1491
2021-08-09 19:50:03.295461,5.2134,5.1491
2021-08-09 19:50:04.347388,5.214,5.1495
2021-08-09 19:50:05.398545,5.2144,5.1497
2021-08-09 19:50:06.449861,5.2144,5.1489
2021-08-09 19:50:07.502020,5.2134,5.1489
2021-08-09 19:50:08.553340,5.2161,5.1491
2021-08-09 19:50:09.604709,5.2153,5.1487
2021-08-09 19:50:10.656447,5.2138,5.1489
2021-08-09 19:50:11.707677,5.2149,5.1481
2021-08-09 19:50:12.758980,5.2142,5.1487
2021-08-09 19:50:13.811084,5.2146,5.1487
2021-08-09 19:50:14.862655,5.2142,5.1483
2021-08-09 19:50:15.913405,5.214,5.1489
2021-08-09 19:50:16.965510,5.2144,5.1487
2021-08-09 19:50:18.016868,5.2159,5.1485
2021-08-09 19:50:19.068172,5.2138,5.1485
2021-08-09 19:50:20.119441,5.2153,5.1483
2021-08-09 19:50:21.170672,5.2149,5.1481
2021-08-09 19:50:22.222437,5.2142,5.1495
2021-08-09 19:50:23.274571,5.2142,5.1485
2021-08-09 19:50:24.325851,5.2138,5.1477
2021-08-09 19:50:25.376826,5.2149,5.1483
2021-08-09 19:50:26.428925,5.214,5.1489
2021-08-09 19:50:27.480247,5.214,5.1489
2021-08-09 19:50:28.531463,5.2142,5.1487
2021-08-09 19:50:29.583564,5.2153,5.1489
2021-08-09 19:50:30.634882,5.2157,5.1485
2021-08-09 19:50:31.686099,5.2149,5.1483
2021-08-09 19:50:32.737643,5.2153,5.1483
2021-08-09 19:50:33.789796,5.2159,5.1481
2021-08-09 19:50:34.841142,5.2146,5.1481
2021-08-09 19:50:35.892734,5.2136,5.1487
2021-08-09 19:50:36.943903,5.213,5.1485
2021-08-09 19:50:37.996166,5.2146,5.1485
2021-08-09 19:50:39.047454,5.2142,5.1481
2021-08-09 19:50:40.098652,5.2147,5.1487
2021-08-09 19:50:41.149860,5.2153,5.1483
2021-08-09 19:50:42.202059,5.2134,5.1481
2021-08-09 19:50:43.253626,5.2157,5.1489
2021-08-09 19:50:44.304909,5.2134,5.1487
2021-08-09 19:50:45.356124,5.2142,5.1491
2021-08-09 19:50:46.407330,5.2144,5.1487
2021-08-09 19:50:47.459448,5.2155,5.1487
2021-08-09 19:50:48.510800,5.2155,5.1481
2021-08-09 19:50:49.562214,5.2155,5.1489
2021-08-09 19:50:50.613994,5.2146,5.1487
2021-08-09 19:50:51.665302,5.2149,5.1489
2021-08-09 19:50:52.716717,5.2146,5.1481
2021-08-09 19:50:53.767918,5.2159,5.1487
2021-08-09 19:50:54.819564,5.2144,5.1485
2021-08-09 19:50:55.870900,5.2149,5.1493
2021-08-09 19:50:56.922742,5.2153,5.1487
2021-08-09 19:50:57.974565,5.2153,5.1485
2021-08-09 19:50:59.025849,5.2163,5.1485
2021-08-09 19:51:00.077168,5.2144,5.1487
2021-08-09 19:51:01.129324,5.2142,5.1481
2021-08-09 19:51:02.180285,5.2146,5.1481
2021-08-09 19:51:03.231545,5.2146,5.1481
2021-08-09 19:51:04.282763,5.2157,5.1491
2021-08-09 19:51:05.334213,5.2134,5.1483
2021-08-09 19:51:06.386359,5.2157,5.1489
2021-08-09 19:51:07.437616,5.2147,5.1485
2021-08-09 19:51:08.488845,5.2149,5.1481
2021-08-09 19:51:09.540112,5.2153,5.1495
2021-08-09 19:51:10.592327,5.2142,5.1487
2021-08-09 19:51:11.643647,5.2149,5.1489
2021-08-09 19:51:12.694876,5.2153,5.1487
2021-08-09 19:51:13.746570,5.2165,5.1481
2021-08-09 19:51:14.797975,5.2146,5.1485
2021-08-09 19:51:15.849303,5.2149,5.1481
2021-08-09 19:51:16.900674,5.2146,5.1481
2021-08-09 19:51:17.952728,5.2149,5.1481
2021-08-09 19:51:19.004043,5.2151,5.1479
2021-08-09 19:51:20.055245,5.2161,5.1489
2021-08-09 19:51:21.107356,5.2149,5.1481
2021-08-09 19:51:22.158573,5.2155,5.1489
2021-08-09 19:51:23.209869,5.2146,5.1485
2021-08-09 19:51:24.261263,5.2138,5.1491
2021-08-09 19:51:25.312699,5.2134,5.1493
2021-08-09 19:51:26.363954,5.2157,5.1477
2021-08-09 19:51:27.415225,5.2149,5.1487
2021-08-09 19:51:28.466804,5.2146,5.1489
2021-08-09 19:51:29.518050,5.2142,5.1487
2021-08-09 19:51:30.570123,5.2146,5.1479
2021-08-09 19:51:31.621386,5.2142,5.1483
2021-08-09 19:51:32.672677,5.213,5.1475
2021-08-09 19:51:33.723762,5.2155,5.1497
2021-08-09 19:51:34.776046,5.2146,5.1485
2021-08-09 19:51:35.827379,5.2149,5.1483
2021-08-09 19:51:36.878621,5.2155,5.1481
2021-08-09 19:51:37.930740,5.2138,5.1491
2021-08-09 19:51:38.981896,5.2153,5.1483
2021-08-09 19:51:40.033210,5.2146,5.1485
2021-08-09 19:51:41.084416,5.2149,5.1485
2021-08-09 19:51:42.135912,5.2136,5.1475
2021-08-09 19:51:43.187374,5.2149,5.1483
2021-08-09 19:51:44.238752,5.2161,5.1485
2021-08-09 19:51:45.290091,5.2132,5.1479
2021-08-09 19:51:46.341281,5.2132,5.1489
2021-08-09 19:51:47.392808,5.2142,5.1481
2021-08-09 19:51:48.444610,5.2149,5.1481
2021-08-09 19:51:49.495808,5.2149,5.1487
2021-08-09 19:51:50.547887,5.2151,5.1489
2021-08-09 19:51:51.599299,5.2151,5.1473
2021-08-09 19:51:52.650510,5.2149,5.1479
2021-08-09 19:51:53.702600,5.2163,5.1485
2021-08-09 19:51:54.753794,5.2147,5.1481
2021-08-09 19:51:55.805101,5.2153,5.1481
2021-08-09 19:51:56.856530,5.2142,5.1487
2021-08-09 19:51:57.907817,5.2153,5.1485
2021-08-09 19:51:58.936971,5.2151,5.1489
2021-08-09 19:51:59.988238,5.2142,5.1479
2021-08-09 19:52:01.039542,5.2142,5.1483
2021-08-09 19:52:02.091623,5.2128,5.1481
2021-08-09 19:52:03.142852,5.2138,5.1485
2021-08-09 19:52:04.194015,5.2155,5.1481
2021-08-09 19:52:05.245628,5.2144,5.1481
2021-08-09 19:52:06.296630,5.2151,5.1483
2021-08-09 19:52:07.348710,5.2142,5.1487
2021-08-09 19:52:08.400051,5.2157,5.1499
2021-08-09 19:52:09.451441,5.2147,5.1485
2021-08-09 19:52:10.502688,5.2151,5.1479
2021-08-09 19:52:11.553885,5.2138,5.1483
2021-08-09 19:52:12.606581,5.2144,5.1479
2021-08-09 19:52:13.657899,5.2153,5.1477
2021-08-09 19:52:14.709299,5.2153,5.1485
2021-08-09 19:52:15.760687,5.2147,5.1487
2021-08-09 19:52:16.812063,5.214,5.1487
2021-08-09 19:52:17.863489,5.2147,5.1487
2021-08-09 19:52:18.915557,5.2165,5.1487
2021-08-09 19:52:19.966858,5.2151,5.1479
2021-08-09 19:52:21.018040,5.2149,5.1489
2021-08-09 19:52:22.070036,5.2147,5.1487
2021-08-09 19:52:23.121349,5.2144,5.1481
2021-08-09 19:52:24.173495,5.2147,5.1483
2021-08-09 19:52:25.224816,5.2149,5.1475
2021-08-09 19:52:26.276266,5.2138,5.1487
2021-08-09 19:52:27.327465,5.214,5.1487
2021-08-09 19:52:28.379064,5.2134,5.1481
2021-08-09 19:52:29.430465,5.2146,5.1479
2021-08-09 19:52:30.482258,5.2146,5.1487
2021-08-09 19:52:31.533545,5.2149,5.1485
2021-08-09 19:52:32.584937,5.2155,5.1479
2021-08-09 19:52:33.636138,5.2149,5.1487
2021-08-09 19:52:34.687737,5.2138,5.1481
2021-08-09 19:52:35.739045,5.2146,5.1483
2021-08-09 19:52:36.790245,5.2142,5.1479
2021-08-09 19:52:37.841867,5.2144,5.1487
2021-08-09 19:52:38.893088,5.2146,5.1493
2021-08-09 19:52:39.945275,5.2153,5.1487
2021-08-09 19:52:40.996478,5.2149,5.1483
2021-08-09 19:52:42.047694,5.2136,5.1485
2021-08-09 19:52:43.099912,5.2144,5.1479
2021-08-09 19:52:44.151213,5.2134,5.1485
2021-08-09 19:52:45.202500,5.2142,5.1477
2021-08-09 19:52:46.253835,5.2149,5.1491
2021-08-09 19:52:47.305933,5.2138,5.1491
2021-08-09 19:52:48.357136,5.2134,5.1485
2021-08-09 19:52:49.408365,5.2147,5.1477
2021-08-09 19:52:50.459687,5.2151,5.1487
2021-08-09 19:52:51.511506,5.214,5.1491
2021-08-09 19:52:52.563100,5.2136,5.1481
2021-08-09 19:52:53.614240,5.2134,5.1481
2021-08-09 19:52:54.665497,5.2151,5.1481
2021-08-09 19:52:55.716708,5.2153,5.1473
2021-08-09 19:52:56.768504,5.2138,5.1483
2021-08-09 19:52:57.819841,5.2149,5.1479
2021-08-09 19:52:58.871237,5.2159,5.1477
2021-08-09 19:52:59.922652,5.2149,5.1489
2021-08-09 19:53:00.974000,5.2142,5.1487
2021-08-09 19:53:02.025504,5.2138,5.1493
2021-08-09 19:53:03.076633,5.2138,5.1483
2021-08-09 19:53:04.127986,5.2142,5.1485
2021-08-09 19:53:05.179562,5.2144,5.1485
2021-08-09 19:53:06.230914,5.2142,5.1485
2021-08-09 19:53:07.282182,5.214,5.1491
2021-08-09 19:53:08.333813,5.2157,5.1485
2021-08-09 19:53:09.385041,5.2151,5.1481
2021-08-09 19:53:10.436181,5.2149,5.1485
2021-08-09 19:53:11.488414,5.2147,5.1483
2021-08-09 19:53:12.539718,5.2151,5.1483
2021-08-09 19:53:13.591036,5.2157,5.1485
2021-08-09 19:53:14.642418,5.2144,5.1477
2021-08-09 19:53:15.693753,5.2147,5.1479
2021-08-09 19:53:16.745073,5.2138,5.1493
2021-08-09 19:53:17.796846,5.2142,5.1479
2021-08-09 19:53:18.848181,5.2128,5.1479
2021-08-09 19:53:19.899446,5.2147,5.1483
2021-08-09 19:53:20.950728,5.2151,5.1481
2021-08-09 19:53:22.002374,5.2146,5.1487
2021-08-09 19:53:23.053849,5.2151,5.1473
2021-08-09 19:53:24.105453,5.2153,5.1479
2021-08-09 19:53:25.156786,5.2146,5.1481
2021-08-09 19:53:26.208104,5.2147,5.1489
2021-08-09 19:53:27.260042,5.2149,5.1483
